,BlockHeight,uusd_burnt,uluna_minted,spread,delta,lunaPool,terra_pool,usd_per_luna_price,usd_per_ust_price
0,7594342.0,132808.0,91569.08709295923,0.08804911022727101,2308603.936698487,47793284.69605855,52308603.93669849,1.2077515498714506,0.752964752551555
1,7594343.0,133535.0,100485.44271386741,0.09116374600522544,2398103.276043857,47711650.68379464,52398103.276043855,1.2077515498714506,0.7488666957533746
2,7594344.0,132081.0,99618.57435504085,0.08908557950587195,2338782.513969821,47765727.05589247,52338782.51396982,1.2077515498714506,0.7571100768869521
3,7594345.0,132103.0,98941.50496698373,0.09542738642961605,2522094.9920021943,47599015.24074178,52522094.9920022,1.2077515498714506,0.7569849629619021
4,7594346.0,132352.0,98799.19263802079,0.09842784366977746,2609408.9750334728,47520016.83171179,52609408.97503347,1.2058394882034635,0.7555577942458667
5,7594347.0,132085.0,98808.5744446181,0.09794995011990666,2595428.976576545,47532647.77274426,52595428.976576544,1.2089173902118906,0.7570877071621067
6,7594348.0,131557.0,98384.89006236944,0.0959112435637523,2536362.9130462254,47586088.213563435,52536362.913046226,1.2089173902118906,0.7601241508072548
7,7594349.0,131539.0,98635.58351590051,0.09348351282836712,2465908.38768383,47649989.80913223,52465908.38768383,1.2089173902118906,0.7602271957781401
8,7594350.0,128838.0,96577.8898128691,0.09378684468289429,2475701.208676345,47641097.54452694,52475701.208676346,1.2089173902118906,0.7761640826649463
9,7594351.0,129651.0,97027.27215917036,0.09527919847866155,2518700.330405143,47602091.90768286,52518700.330405146,1.1930761184453824,0.7713009862853882
10,7594352.0,129138.0,97526.15402676718,0.09897841616594748,2626564.783778445,47504525.71380067,52626564.783778444,1.1981840503118275,0.7743645039131734
11,7594353.0,129011.0,97261.57561878044,0.09668734747718855,2559897.9814439663,47564780.298519865,52559897.981443964,1.1981840503118275,0.7751248211080045
12,7594354.0,129011.0,96183.46293004835,0.1067002721741337,2853915.102844269,47300185.712552175,52853915.10284427,1.1981840503118275,0.7751248211080045
13,7594355.0,129440.0,96042.35662662849,0.11096709004645618,2980552.080281567,47187126.253643855,52980552.08028157,1.1981840503118275,0.7725553717222178
14,7594356.0,129203.0,96112.69037353396,0.10868406586435672,2912682.607068207,47247651.731534846,52912682.60706821,1.200527370304041,0.7739712489888034
15,7594357.0,129084.0,95507.3297666102,0.11174767244995959,3003852.0819212366,47166383.23071447,53003852.081921235,1.1921080842031024,0.774683451395222
16,7594358.0,127880.0,95581.08893426572,0.10898507338540925,2922112.845433263,47239232.630443424,52922112.845433265,1.1921080842031024,0.7819781784323746
17,7594359.0,128557.0,95691.59843816108,0.11265253476318839,3031211.6207912443,47142049.43829453,53031211.62079124,1.1921080842031024,0.777865044066466
18,7594360.0,128544.0,95986.2275231557,0.10983042536009276,2947011.2979914877,47217018.27379322,52947011.297991484,1.1921080842031024,0.7779434301084546
19,7594361.0,128595.0,95992.55117135587,0.1101248394210247,2955758.2381889685,47209219.22702503,52955758.23818897,1.182456795247427,0.7776349781270294
20,7594362.0,131347.0,98256.60115449104,0.11544088777783962,3113804.874699799,47068742.40882804,53113804.8746998,1.1758281210128996,0.7613396217161703
21,7594363.0,129687.0,97882.13029730115,0.11253586444118982,3027310.2948470265,47145517.77375251,53027310.29484703,1.1758281210128996,0.7710858846879821
22,7594364.0,130057.0,97627.20046898155,0.11736540372919381,3172182.146811931,47017066.049637266,53172182.14681193,1.1758281210128996,0.7688919730878659
23,7594365.0,130083.0,97789.99583933142,0.1160703007954896,3133169.7408300005,47051587.77830044,53133169.740830004,1.1758281210128996,0.7687343787409647
24,7594366.0,130937.0,97354.38295060457,0.12574733515217507,3426373.3291845135,46793368.97146934,53426373.32918452,1.1737863848658354,0.763723408239332
